Unnamed: 0,Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,brand_name,Mileage_upd,Engine_upd,Power_upd,Year_upd
5126,Chennai,45000,Petrol,Manual,First,5.0,,2.5,Hyundai,21.1,814.0,55.2,7
5127,Kolkata,44000,Petrol,Automatic,First,5.0,8.73 Lakh,2.65,Nissan,19.15,1198.0,75.94,8
5128,Kochi,30534,Petrol,Automatic,First,5.0,,7.42,Honda,19.0,1199.0,88.7,3
5129,Kochi,46399,Petrol,Manual,First,5.0,,4.63,Volkswagen,16.47,1198.0,74.0,3
5130,Kolkata,42000,Petrol,Manual,First,5.0,,1.09,Maruti,19.7,796.0,46.3,11
5131,Delhi,67000,Diesel,Manual,First,5.0,,3.8,Hyundai,22.32,1582.0,126.32,8
5132,Mumbai,58000,Diesel,Automatic,First,5.0,,15.75,Mercedes-Benz,10.0,2148.0,170.0,6
5133,Coimbatore,27000,Petrol,Manual,First,5.0,8.69 Lakh,5.27,Tata,17.57,1193.0,88.7,4
5134,Mumbai,39566,Petrol,Manual,Second,5.0,,2.75,Honda,18.4,1198.0,86.8,7
5135,Chennai,14980,Diesel,Manual,First,5.0,10.81 Lakh,7.4,Honda,27.3,1498.0,98.6,3
5136,Jaipur,18491,Petrol,Automatic,First,5.0,,3.9,Maruti,24.07,998.0,67.1,2
5137,Jaipur,90000,Petrol,Manual,Second,5.0,,0.7,Maruti,17.3,993.0,60.0,19
5138,Pune,118211,Diesel,Manual,First,5.0,,5.9,Hyundai,22.54,1396.0,88.73,4
5139,Coimbatore,63316,Diesel,Manual,First,5.0,,9.58,Maruti,22.7,1598.0,118.0,3
5140,Delhi,42000,Diesel,Automatic,First,5.0,,24.95,Mercedes-Benz,14.21,2143.0,203.0,5
5141,Kochi,25648,Petrol,Manual,First,7.0,,4.29,Chevrolet,13.7,1399.0,98.82,4
5142,Delhi,67612,Diesel,Automatic,Second,5.0,,11.5,Mercedes-Benz,14.21,2143.0,203.0,8
5143,Mumbai,33000,Diesel,Manual,First,7.0,,9.65,Mahindra,16.0,2179.0,140.0,3
5144,Mumbai,20000,Petrol,Manual,First,5.0,,3.75,Hyundai,20.36,1197.0,78.9,4
5145,Pune,143000,Petrol,Manual,Second,5.0,,1.1,Hyundai,14.2,1341.0,82.9,12
5146,Coimbatore,118218,Diesel,Automatic,First,7.0,,31.41,Audi,12.07,2967.0,241.4,5
5147,Pune,99000,Diesel,Manual,Third,8.0,,6.0,Mahindra,12.05,2179.0,120.0,7
5148,Pune,22700,Petrol,Manual,First,5.0,,5.55,Honda,18.7,1199.0,88.7,3
5149,Jaipur,28000,Diesel,Manual,First,7.0,,10.91,Tata,14.0,2179.0,138.1,2
5150,Kolkata,62000,Diesel,Manual,First,7.0,,7.25,Mahindra,15.1,2179.0,140.0,5
5151,Hyderabad,107023,Diesel,Manual,First,5.0,,3.9,Volkswagen,22.07,1199.0,73.9,7
5152,Delhi,71082,Diesel,Manual,First,5.0,,3.95,Maruti,19.3,1248.0,73.9,7
5153,Mumbai,60000,Diesel,Automatic,First,5.0,,22.0,Audi,15.73,1968.0,174.33,6
5154,Delhi,21701,Petrol,Manual,First,5.0,,3.38,Maruti,23.1,998.0,67.04,5
5155,Mumbai,56000,Petrol,Manual,First,5.0,,3.45,Honda,16.8,1497.0,116.3,8
5156,Delhi,32450,Petrol,Manual,First,5.0,,5.75,Hyundai,18.6,1197.0,81.83,3
5157,Jaipur,12500,Petrol,Manual,First,5.0,,2.75,Renault,25.17,799.0,53.3,3
5158,Kochi,20483,Diesel,Automatic,First,5.0,,30.3,Mercedes-Benz,17.9,2143.0,136.0,0
5159,Hyderabad,45800,Diesel,Manual,First,5.0,,7.5,Ford,22.7,1498.0,89.84,5
5160,Coimbatore,35441,Petrol,Manual,First,5.0,,6.87,Hyundai,18.6,1197.0,81.83,4
5161,Bangalore,86398,Diesel,Manual,First,7.0,,15.2,Toyota,12.99,2494.0,100.6,4
5162,Chennai,150000,Diesel,Manual,First,5.0,,3.5,Nissan,21.64,1461.0,84.8,7
5163,Hyderabad,89000,Diesel,Manual,First,5.0,,5.85,Maruti,25.2,1248.0,74.0,5
5164,Hyderabad,68375,Petrol,Manual,First,5.0,,2.5,Maruti,19.0,998.0,66.1,9
5165,Pune,52000,Petrol,Manual,First,5.0,,3.95,Maruti,18.6,1197.0,85.8,6
5166,Jaipur,39000,Diesel,Automatic,First,5.0,42.4 Lakh,27.0,Mercedes-Benz,17.9,2143.0,136.0,2
5167,Bangalore,68000,Petrol,Manual,Second,7.0,,6.75,Maruti,16.02,1373.0,93.7,5
5168,Jaipur,71000,Petrol,Manual,Second,5.0,,1.5,Maruti,18.9,998.0,67.1,12
5169,Hyderabad,72003,Diesel,Manual,First,5.0,,3.9,Volkswagen,22.07,1199.0,73.9,7
5170,Hyderabad,135670,Diesel,Manual,First,5.0,,6.55,Ford,22.7,1498.0,89.84,5
5171,Kochi,65850,Diesel,Manual,First,5.0,,9.44,Honda,25.1,1498.0,98.6,2
5172,Coimbatore,53920,Petrol,Manual,First,5.0,23.37 Lakh,10.77,Toyota,14.28,1798.0,138.03,4
5173,Ahmedabad,58000,Diesel,Manual,First,7.0,,7.5,Mahindra,15.1,2179.0,140.0,5
5174,Kolkata,4000,Petrol,Manual,First,5.0,,3.0,Maruti,24.7,796.0,47.3,3
5175,Chennai,58000,Diesel,Automatic,First,5.0,79.78 Lakh,11.75,BMW,18.59,2993.0,265.0,9
5176,Kochi,29832,Petrol,Manual,First,5.0,,3.29,Hyundai,21.1,814.0,55.2,3
5177,Chennai,71156,Diesel,Manual,First,5.0,,6.5,Maruti,26.59,1248.0,74.0,3
5178,Delhi,64687,CNG,Manual,First,5.0,5.87 Lakh,3.8,Maruti,31.79,998.0,58.33,4
5179,Hyderabad,54000,Diesel,Automatic,First,5.0,,18.0,Audi,16.55,1968.0,147.51,8
5180,Bangalore,75000,Petrol,Automatic,Second,5.0,,4.95,Skoda,13.7,1798.0,157.75,10
5181,Kochi,39208,Petrol,Manual,First,5.0,7.63 Lakh,4.52,Tata,17.57,1193.0,88.7,4
5182,Kolkata,41000,Diesel,Manual,First,7.0,,8.0,Force,17.0,2149.0,139.07,5
5183,Coimbatore,38622,Petrol,Manual,First,5.0,12.68 Lakh,6.26,Honda,17.4,1497.0,117.3,6
5184,Chennai,18000,Petrol,Manual,First,5.0,,7.5,Nissan,16.95,1498.0,97.7,3
5185,Delhi,52000,Petrol,Manual,First,5.0,,3.65,Maruti,16.1,1248.0,74.0,7
5186,Mumbai,45000,Petrol,Automatic,First,5.0,,3.35,Volkswagen,14.4,1598.0,103.6,8
5187,Mumbai,48656,Petrol,Automatic,First,5.0,,5.5,Hyundai,15.74,1591.0,121.3,5
5188,Bangalore,79000,Diesel,Automatic,First,5.0,16.6 Lakh,5.25,Hyundai,22.0,1582.0,126.2,7
5189,Bangalore,88000,Diesel,Automatic,First,5.0,,16.25,Audi,16.55,1968.0,140.0,7
5190,Delhi,92000,Petrol,Manual,First,5.0,,2.7,Maruti,15.5,1586.0,103.3,10
5191,Chennai,9000,Diesel,Automatic,First,7.0,,32.9,Ford,12.62,2198.0,158.0,0
5192,Coimbatore,50121,Petrol,Manual,First,5.0,,3.41,Maruti,20.4,1197.0,83.11,11
5193,Hyderabad,79000,Diesel,Manual,First,5.0,,4.15,Hyundai,24.0,1120.0,70.0,5
5194,Hyderabad,46000,Diesel,Manual,Second,5.0,,5.9,Volkswagen,20.14,1498.0,88.8,5
5195,Pune,100000,Petrol,Automatic,First,5.0,,11.5,Mercedes-Benz,10.0,2496.0,157.7,7
5196,Kolkata,41000,Petrol,Manual,First,5.0,,4.75,Hyundai,18.6,1197.0,81.83,4
5197,Chennai,25000,Petrol,Automatic,First,5.0,,3.5,Maruti,24.07,998.0,67.1,4
5198,Pune,71899,Diesel,Manual,First,7.0,,7.25,Maruti,20.77,1248.0,88.76,5
5199,Mumbai,7100,Petrol,Automatic,First,5.0,,4.35,Maruti,23.1,998.0,67.04,3
5200,Coimbatore,38171,Petrol,Automatic,Second,5.0,5.72 Lakh,4.99,Renault,22.5,999.0,67.0,1
5201,Bangalore,70359,Diesel,Manual,First,8.0,,7.65,Mahindra,12.05,2179.0,120.0,6
5202,Chennai,200000,Diesel,Manual,First,7.0,,9.0,Toyota,12.8,2494.0,102.0,8
5203,Chennai,26969,Diesel,Manual,First,5.0,,6.9,Volkswagen,22.07,1199.0,73.9,2
5204,Chennai,56500,Diesel,Manual,First,5.0,,2.9,Ford,20.0,1399.0,68.0,8
5205,Kolkata,40000,Diesel,Manual,First,5.0,,5.75,Nissan,20.45,1461.0,83.8,5
5206,Kolkata,41000,Diesel,Manual,First,7.0,,8.0,Force,17.0,2200.0,139.01,5
5207,Kochi,53105,Petrol,Automatic,First,5.0,4.93 Lakh,4.41,Renault,22.5,999.0,67.0,2
5208,Mumbai,23000,Diesel,Manual,First,5.0,,4.95,Skoda,21.14,1498.0,103.52,6
5209,Hyderabad,80999,Diesel,Automatic,First,7.0,,14.4,Mahindra,16.0,2179.0,140.0,3
5210,Chennai,82000,Diesel,Manual,First,5.0,,2.95,Ford,20.0,1399.0,68.05,7
5211,Coimbatore,68557,Diesel,Manual,First,7.0,11.28 Lakh,8.14,Mahindra,15.96,2523.0,62.1,2
5212,Hyderabad,34000,Diesel,Manual,First,5.0,14.2 Lakh,8.45,Volkswagen,20.64,1498.0,108.5,3
5213,Pune,77000,Diesel,Manual,First,8.0,,12.5,Toyota,12.99,2494.0,100.0,4
5214,Mumbai,48000,Diesel,Manual,First,7.0,,6.5,Mahindra,15.1,2179.0,140.0,7
5215,Coimbatore,28232,Petrol,Manual,Second,5.0,,7.72,Ford,15.8,1499.0,110.0,4
5216,Chennai,110000,Diesel,Automatic,First,5.0,,8.0,Volkswagen,16.96,1968.0,138.1,8
5217,Chennai,120000,Diesel,Manual,Second,7.0,,3.0,Tata,13.93,2179.0,138.0,10
5218,Mumbai,49000,Diesel,Automatic,First,4.0,,29.0,BMW,8.2,2993.0,245.0,6
5219,Kolkata,22000,Petrol,Manual,First,5.0,,4.11,Volkswagen,16.47,1198.0,74.0,5
5220,Coimbatore,14925,Petrol,Manual,First,5.0,,5.37,Hyundai,18.5,1197.0,82.9,4
5221,Mumbai,75000,Diesel,Manual,First,7.0,,6.55,Maruti,20.77,1248.0,88.8,6
5222,Chennai,23000,Petrol,Manual,First,5.0,,7.0,Honda,17.4,1497.0,117.3,4
5223,Mumbai,57000,Petrol,Manual,First,5.0,,5.48,Honda,17.0,1497.0,118.0,5
5224,Kochi,76718,Diesel,Automatic,First,5.0,,6.51,Volkswagen,16.96,1968.0,138.03,6
5225,Pune,138000,Diesel,Manual,First,5.0,,5.15,Honda,25.8,1498.0,98.6,3
5226,Hyderabad,140000,Diesel,Manual,Second,7.0,,9.0,Mahindra,15.1,2179.0,140.0,6
5227,Mumbai,110000,Petrol,Automatic,Second,5.0,,2.75,Toyota,14.53,1798.0,138.1,11
5228,Pune,126000,Petrol,Manual,Second,5.0,,1.2,Hyundai,17.0,1086.0,78.9,14
5229,Bangalore,73000,Diesel,Automatic,First,5.0,48.79 Lakh,12.5,BMW,22.69,1995.0,190.0,7
5230,Kochi,63423,Diesel,Manual,First,5.0,10.42 Lakh,7.69,Ford,23.0,1498.0,98.96,2
5231,Kochi,62132,Petrol,Manual,First,5.0,,4.57,Hyundai,18.5,1197.0,82.85,6
5232,Mumbai,51000,Petrol,Automatic,First,5.0,,4.5,Honda,16.8,1497.0,118.0,6
5233,Hyderabad,75000,Diesel,Manual,First,5.0,,4.9,Maruti,23.2,1248.0,73.94,4
5234,Kolkata,55410,Petrol,Manual,First,5.0,,1.65,Hyundai,19.81,1086.0,68.05,11
5235,Mumbai,41000,Petrol,Manual,First,5.0,,3.25,Chevrolet,18.2,1199.0,82.4,4
5236,Chennai,45000,Diesel,Manual,First,5.0,,6.25,Hyundai,22.32,1582.0,126.32,7
5237,Kochi,53322,Petrol,Manual,First,5.0,16.06 Lakh,12.13,Hyundai,15.8,1591.0,121.3,1
5238,Jaipur,48000,Petrol,Manual,First,5.0,,3.25,Chevrolet,18.2,1199.0,82.4,6
5239,Hyderabad,72000,Diesel,Automatic,First,5.0,,29.0,Audi,14.16,1968.0,174.3,6
5240,Kochi,50266,Petrol,Manual,First,5.0,,5.53,Honda,17.0,1497.0,118.0,6
5241,Hyderabad,21800,Petrol,Manual,First,5.0,11.27 Lakh,8.75,Ford,17.0,1497.0,121.36,2
5242,Bangalore,45000,Diesel,Automatic,Second,7.0,,37.9,Audi,12.07,2967.0,241.4,5
5243,Delhi,62000,Petrol,Manual,First,5.0,,2.4,Hyundai,20.36,1197.0,78.9,9
5244,Chennai,41681,Petrol,Manual,First,5.0,,4.55,Hyundai,17.0,1197.0,80.0,5
5245,Delhi,69313,Petrol,Manual,Second,5.0,,2.65,Maruti,17.5,1197.0,85.8,8
5246,Pune,49000,Diesel,Manual,Second,5.0,,1.6,Tata,25.0,1396.0,69.0,2
5247,Coimbatore,40471,Diesel,Automatic,Second,5.0,,25.72,BMW,16.2,2993.0,235.0,7
5248,Ahmedabad,60000,Diesel,Manual,First,5.0,,4.15,Maruti,22.9,1248.0,74.0,6
5249,Jaipur,1001,Petrol,Manual,First,5.0,8.44 Lakh,7.23,Ford,19.0,1194.0,94.68,1
5250,Bangalore,38000,Petrol,Manual,Second,5.0,,2.6,Hyundai,13.9,1599.0,103.2,11
5251,Mumbai,66000,Diesel,Automatic,Second,5.0,,7.25,BMW,16.07,1995.0,181.0,11
5252,Kochi,33901,Diesel,Manual,First,8.0,,14.29,Toyota,12.8,2494.0,102.0,2
5253,Hyderabad,57000,Diesel,Automatic,Second,5.0,,17.25,Mercedes-Benz,14.94,2143.0,204.0,8
5254,Pune,170000,Diesel,Manual,First,5.0,20.87 Lakh,7.5,Hyundai,22.54,1582.0,126.2,6
5255,Hyderabad,60000,Diesel,Manual,First,5.0,,4.35,Maruti,23.2,1248.0,73.94,5
5256,Pune,85000,Diesel,Manual,First,5.0,11.96 Lakh,8.9,Maruti,24.3,1248.0,88.5,3
5257,Kolkata,146000,Petrol,Manual,Second,5.0,,3.5,Hyundai,19.1,1197.0,82.0,3
5258,Kolkata,56002,Diesel,Manual,First,5.0,,6.1,Honda,26.0,1498.0,98.6,5
5259,Mumbai,8554,Petrol,Manual,First,5.0,,3.2,Renault,25.17,799.0,53.3,3
5260,Jaipur,62322,Diesel,Manual,First,5.0,9.55 Lakh,4.9,Toyota,23.59,1364.0,67.06,5
5261,Kochi,37929,Petrol,Manual,First,5.0,4.09 Lakh,3.69,Maruti,24.07,998.0,67.1,4
5262,Chennai,5400,Petrol,Manual,First,5.0,5.45 Lakh,3.98,Tata,23.84,1199.0,84.0,3
5263,Kolkata,60000,Diesel,Manual,First,5.0,,2.95,Hyundai,21.9,1396.0,90.0,6
5264,Kochi,55730,Diesel,Automatic,First,5.0,,15.21,Audi,16.55,1968.0,147.51,5
5265,Hyderabad,62000,Diesel,Manual,First,5.0,,6.3,Maruti,28.4,1248.0,74.0,4
5266,Kochi,14576,Petrol,Manual,First,5.0,8.38 Lakh,6.69,Volkswagen,17.0,1198.0,73.75,2
5267,Mumbai,17000,Petrol,Automatic,First,7.0,15.02 Lakh,9.5,Honda,16.0,1497.0,117.3,2
5268,Mumbai,28000,Petrol,Manual,First,5.0,,2.65,Hyundai,17.0,1197.0,80.0,10
5269,Ahmedabad,58200,Diesel,Manual,First,7.0,,7.5,Hyundai,14.66,2199.0,194.3,7
5270,Bangalore,53000,Petrol,Manual,Second,5.0,,1.85,Honda,17.0,1497.0,98.6,17
5271,Kochi,12278,Petrol,Automatic,First,5.0,5.95 Lakh,5.63,Maruti,23.1,998.0,67.04,1
5272,Coimbatore,17665,Petrol,Manual,First,5.0,15.36 Lakh,11.78,Hyundai,15.8,1591.0,121.3,1
5273,Hyderabad,200000,Diesel,Manual,Second,5.0,,0.85,Tata,17.88,1396.0,52.8,15
5274,Mumbai,55893,Petrol,Manual,First,5.0,,3.35,Volkswagen,15.04,1598.0,103.6,8
5275,Kochi,60586,Petrol,Manual,First,5.0,,4.11,Maruti,23.1,998.0,67.04,4
5276,Ahmedabad,13500,Diesel,Automatic,First,5.0,,25.51,Mercedes-Benz,17.9,2143.0,136.0,4
5277,Jaipur,30000,Petrol,Manual,First,5.0,,3.1,Maruti,22.74,796.0,47.3,2
5278,Delhi,12000,Diesel,Automatic,First,7.0,,33.5,Ford,10.91,3198.0,197.0,1
5279,Kolkata,65000,Petrol,Manual,First,5.0,6.59 Lakh,4.8,Tata,17.57,1193.0,88.7,2
5280,Kolkata,38000,Petrol,Manual,First,5.0,10.94 Lakh,3.49,Volkswagen,16.09,1598.0,103.5,5
5281,Mumbai,25000,Petrol,Manual,Second,7.0,,5.15,Maruti,17.5,1373.0,91.1,7
5282,Mumbai,100000,Diesel,Automatic,First,5.0,,14.41,Mercedes-Benz,14.0,2987.0,224.0,8
5283,Mumbai,13710,Petrol,Manual,First,5.0,,4.75,Volkswagen,16.2,1199.0,74.0,5
5284,Jaipur,100000,Diesel,Automatic,First,7.0,,19.0,Toyota,12.55,2982.0,168.5,4
5285,Hyderabad,17000,Petrol,Manual,First,5.0,,4.9,Maruti,23.1,998.0,67.04,2
5286,Chennai,89000,Diesel,Automatic,Second,4.0,,6.3,BMW,16.07,1995.0,181.0,11
5287,Jaipur,100173,Petrol,Manual,Second,5.0,,2.4,Honda,16.9,1497.0,100.0,13
5288,Pune,97000,Petrol,Manual,First,5.0,,3.0,Mitsubishi,13.17,1999.0,114.0,10
5289,Delhi,40190,Petrol,Manual,First,5.0,,4.25,Renault,18.06,1198.0,74.93,3
5290,Hyderabad,29647,Diesel,Manual,First,5.0,10.15 Lakh,6.3,Volkswagen,20.14,1498.0,88.0,3
5291,Kochi,43639,Petrol,Manual,First,5.0,9.83 Lakh,8.15,Maruti,21.1,998.0,100.0,1
5292,Kochi,37333,Petrol,Manual,First,5.0,,3.22,Hyundai,20.36,1197.0,78.9,7
5293,Kochi,48407,Petrol,Manual,First,5.0,,7.65,Hyundai,18.6,1197.0,81.83,1
5294,Delhi,25000,Petrol,Automatic,First,2.0,,30.0,BMW,10.37,2979.0,306.0,8
5295,Pune,72400,Petrol,Manual,Second,5.0,,2.3,Hyundai,20.36,1197.0,78.9,9
5296,Delhi,18000,Petrol,Automatic,First,4.0,,22.0,Mini,13.6,1598.0,181.0,7
5297,Pune,65167,Petrol,Manual,First,5.0,,3.28,Honda,19.4,1198.0,86.8,7
5298,Kochi,25418,Petrol,Manual,First,5.0,,7.09,Maruti,20.73,1373.0,91.2,3
5299,Coimbatore,38995,Diesel,Manual,First,5.0,,6.46,Maruti,19.3,1248.0,73.9,6
5300,Chennai,60000,Diesel,Manual,First,5.0,,4.0,Volkswagen,22.07,1199.0,73.9,7
5301,Delhi,72000,Diesel,Automatic,First,5.0,,11.0,BMW,17.05,1995.0,184.0,8
5302,Coimbatore,31075,Diesel,Automatic,Second,7.0,,49.79,Audi,12.07,2967.0,241.4,3
5303,Kolkata,4311,Diesel,Manual,First,5.0,,4.8,Ford,25.83,1498.0,99.0,4
5304,Bangalore,21000,Diesel,Automatic,First,5.0,62.07 Lakh,35.0,BMW,21.76,1995.0,190.0,2
5305,Bangalore,54000,Diesel,Automatic,First,5.0,,21.99,Mercedes-Benz,14.0,2987.0,224.0,8
5306,Mumbai,50000,Petrol,Manual,Second,5.0,,1.1,Maruti,17.3,1061.0,64.0,12
5307,Delhi,13000,Petrol,Manual,First,5.0,,6.6,Maruti,21.4,1197.0,83.1,1
5308,Pune,74000,Petrol,Manual,First,5.0,7.67 Lakh,4.5,Maruti,22.0,1197.0,81.8,6
5309,Pune,75000,Petrol,Manual,Second,5.0,,1.0,Chevrolet,14.7,1150.0,76.0,10
5310,Chennai,25000,Diesel,Manual,First,5.0,9.97 Lakh,6.9,Volkswagen,20.14,1498.0,88.0,2
5311,Hyderabad,139000,Diesel,Automatic,First,5.0,,16.75,Land,12.7,2179.0,115.0,7
5312,Mumbai,52000,Diesel,Automatic,First,5.0,,25.49,Audi,14.16,1968.0,174.3,4
5313,Chennai,20000,Diesel,Automatic,First,5.0,67.67 Lakh,35.5,Audi,18.53,1968.0,187.74,4
5314,Kochi,32663,Diesel,Manual,First,5.0,8.18 Lakh,6.28,Hyundai,24.0,1186.0,73.97,1
5315,Delhi,76777,Diesel,Manual,Second,8.0,,4.88,Mahindra,12.05,2179.0,120.0,7
5316,Hyderabad,100303,Diesel,Manual,First,5.0,7.43 Lakh,3.7,Tata,22.95,1248.0,74.0,3
5317,Kochi,43993,Petrol,Manual,First,5.0,,3.45,Hyundai,21.1,814.0,55.2,4
5318,Kochi,72118,Diesel,Manual,First,8.0,,10.23,Mahindra,15.4,2179.0,120.0,3
5319,Bangalore,83000,Petrol,Automatic,Second,5.0,,6.5,Honda,11.1,2354.0,142.0,9
5320,Mumbai,7523,Petrol,Manual,First,5.0,,6.15,Volkswagen,16.2,1199.0,74.0,3
5321,Mumbai,34670,Petrol,Manual,First,7.0,4.71 Lakh,2.9,Maruti,15.1,1196.0,73.0,5
5322,Ahmedabad,30000,Diesel,Manual,First,5.0,,5.5,Hyundai,24.0,1120.0,70.0,3
5323,Chennai,17000,Diesel,Automatic,First,7.0,,31.0,Ford,10.91,3198.0,197.0,2
5324,Delhi,59261,Diesel,Manual,First,5.0,8.18 Lakh,4.25,Hyundai,24.0,1186.0,73.97,4
5325,Kochi,65210,Diesel,Manual,First,5.0,,5.48,Maruti,22.9,1248.0,74.0,3
5326,Bangalore,19000,Petrol,Manual,First,5.0,,7.25,Hyundai,18.6,1197.0,81.83,3
5327,Hyderabad,50000,Petrol,Manual,First,5.0,,3.0,Maruti,17.5,1298.0,85.8,7
5328,Hyderabad,47000,Diesel,Automatic,First,5.0,53.68 Lakh,29.5,BMW,22.69,1995.0,190.0,4
5329,Mumbai,75000,Petrol,Manual,Second,5.0,,1.49,Honda,17.7,1497.0,78.0,12
5330,Pune,54534,Petrol,Automatic,First,5.0,,3.65,Hyundai,16.95,1197.0,78.9,6
5331,Ahmedabad,13000,Diesel,Manual,First,5.0,12.12 Lakh,10.9,Ford,23.0,1498.0,98.96,1
5332,Bangalore,48808,Petrol,Manual,First,5.0,6.05 Lakh,4.3,Maruti,23.1,998.0,67.04,4
5333,Pune,63001,Diesel,Manual,Second,7.0,,6.11,Maruti,20.77,1248.0,88.76,7
5334,Hyderabad,64771,Diesel,Manual,First,8.0,,15.5,Toyota,12.8,2494.0,102.0,4
5335,Mumbai,34634,Petrol,Manual,First,5.0,,6.9,Honda,17.8,1497.0,117.3,3
5336,Bangalore,69242,Petrol,Manual,First,5.0,,4.69,Maruti,19.1,1197.0,85.8,7
5337,Kochi,33292,Petrol,Manual,First,5.0,,3.19,Maruti,18.5,1197.0,85.8,8
5338,Pune,55000,Petrol,Automatic,Second,5.0,,3.75,Hyundai,15.0,1396.0,98.6,7
5339,Pune,1000,Petrol,Manual,First,5.0,10.25 Lakh,8.6,Hyundai,17.19,1197.0,81.86,0
5340,Chennai,80000,Petrol,Manual,Second,5.0,,3.85,Honda,17.0,1497.0,118.0,8
5341,Coimbatore,65003,Diesel,Automatic,First,5.0,,67.83,Porsche,13.6,4134.0,382.0,3
5342,Coimbatore,16573,Petrol,Manual,First,5.0,,9.31,Honda,17.8,1198.0,86.7,0
5343,Pune,152633,Petrol,Automatic,First,5.0,,3.0,Honda,12.9,1799.0,130.0,11
5344,Bangalore,53000,Petrol,Manual,First,5.0,,5.5,Hyundai,18.6,1197.0,81.83,4
5345,Hyderabad,50129,Diesel,Manual,First,5.0,,13.3,Hyundai,19.67,1582.0,126.2,2
5346,Hyderabad,63716,Diesel,Automatic,First,5.0,,23.0,Audi,15.73,1968.0,174.33,6
5347,Mumbai,11000,Petrol,Manual,First,5.0,,3.35,Maruti,24.7,796.0,47.3,1
5348,Chennai,115000,Diesel,Automatic,Third,5.0,,10.0,BMW,15.06,1995.0,177.0,7
5349,Delhi,63265,Petrol,Manual,First,5.0,,2.95,Hyundai,20.36,1197.0,78.9,6
5350,Pune,20000,Diesel,Manual,First,5.0,10.04 Lakh,6.75,Volkswagen,21.66,1498.0,108.62,3
5351,Pune,79000,Petrol,Manual,Third,5.0,,2.44,Volkswagen,16.47,1198.0,73.9,9
5352,Mumbai,41000,Petrol,Manual,First,5.0,,5.85,Maruti,20.73,1373.0,91.1,4
5353,Kochi,26323,Petrol,Automatic,First,5.0,10.83 Lakh,7.4,Volkswagen,17.21,1197.0,103.5,4
5354,Pune,76000,Diesel,Manual,First,5.0,,3.8,Hyundai,24.4,1120.0,71.0,3
5355,Hyderabad,69972,Petrol,Manual,First,5.0,,3.8,Honda,13.5,1799.0,130.0,11
5356,Kolkata,69000,Petrol,Manual,First,5.0,,2.7,Honda,17.7,1497.0,78.0,11
5357,Jaipur,65000,Diesel,Manual,First,7.0,11.15 Lakh,7.21,Mahindra,15.96,2523.0,62.1,3
5358,Hyderabad,29512,Petrol,Manual,First,5.0,,7.9,Honda,17.4,1497.0,117.3,3
5359,Kolkata,51000,Diesel,Manual,First,5.0,8.23 Lakh,4.2,Hyundai,25.4,1186.0,73.97,2
5360,Mumbai,58003,Diesel,Manual,First,5.0,,5.75,Renault,19.01,1461.0,108.45,5
5361,Hyderabad,56500,Petrol,Automatic,First,5.0,,3.45,Maruti,16.98,998.0,66.1,6
5362,Bangalore,29063,Diesel,Automatic,First,5.0,,25.75,Audi,17.11,1968.0,174.33,5
5363,Coimbatore,46811,Diesel,Manual,First,7.0,,16.59,Mahindra,16.0,2179.0,140.0,1
5364,Coimbatore,31897,Petrol,Manual,First,5.0,,4.69,Renault,18.06,1198.0,74.96,5
5365,Mumbai,52100,Diesel,Automatic,Second,5.0,,7.5,BMW,13.2,1995.0,170.0,10
5366,Hyderabad,73000,Diesel,Manual,First,7.0,19.37 Lakh,16.5,Toyota,13.68,2393.0,147.8,3
5367,Kolkata,31423,Petrol,Manual,First,5.0,,1.99,Honda,17.0,1497.0,118.0,10
5368,Chennai,75180,Diesel,Manual,First,5.0,,5.25,Maruti,22.9,1248.0,74.0,5
5369,Mumbai,75000,Diesel,Manual,Second,5.0,,5.4,Renault,19.64,1461.0,108.45,6
5370,Mumbai,15000,Petrol,Manual,First,5.0,,3.9,Volkswagen,16.47,1198.0,74.0,5
5371,Mumbai,12000,Petrol,Manual,First,5.0,,5.8,Hyundai,17.19,1197.0,81.86,4
5372,Pune,32000,Diesel,Automatic,First,5.0,,30.5,BMW,18.12,1995.0,190.0,5
5373,Hyderabad,44504,Diesel,Manual,First,5.0,,5.6,Maruti,23.4,1248.0,74.0,2
5374,Ahmedabad,66000,Diesel,Automatic,First,5.0,,23.0,Mercedes-Benz,17.9,2987.0,165.0,7
5375,Jaipur,39437,Diesel,Manual,First,5.0,7.01 Lakh,5.15,Maruti,28.4,1248.0,74.0,4
5376,Coimbatore,36931,Diesel,Automatic,First,5.0,,9.48,Hyundai,19.08,1582.0,126.2,2
5377,Bangalore,17800,Petrol,Automatic,Second,4.0,,2.38,Tata,21.9,624.0,37.48,3
5378,Hyderabad,71346,Petrol,Manual,First,5.0,,3.8,Maruti,17.5,1298.0,85.8,10
5379,Delhi,45000,Petrol,Manual,Second,5.0,,5.5,Hyundai,18.6,1197.0,81.83,4
5380,Hyderabad,85155,Petrol,Manual,First,5.0,,3.55,Hyundai,17.0,1197.0,80.0,9
5381,Mumbai,48823,Petrol,Manual,First,5.0,,6.35,Maruti,20.73,1373.0,91.1,4
5382,Delhi,37000,Diesel,Automatic,First,5.0,,36.0,Land,12.7,2179.0,187.7,4
